ID,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion,Dialog_Act_Label
102_26,T,"Mm hmm. And then we're going to put another box there's a sort of a chain of events here. The event can make you think in ways that stir up feelings of anxiety. And so if you're thinking like this, it makes sense that you'd be feeling pretty nervous inside and you might have some of these physical reactions. Mm hmm. So let's put those in here. This is the emotion sparks They are much shaky. You said? Yeah. Quite a fear. Yeah. If we're going to write that fear on a zero to 100, scale and zeros, none at all and 100 is the maximum anyone could ever get. Where would you be at this point?",ack,,,6
102_27,P,"Oh, I'd say about an AD",id,,,0
102_28,T,"AD pretty high. Yeah. It's gotten higher though, I suspect. Oh, yeah. This point is in 18. Okay. And then you had some other feelings inside?",id,,,0
102_29,P,"Well, I yeah. I sort of felt like I might fall over. I, my heart was pounding and I didn't feel like I can",id,,-2,0
102_30,T,"breathe. Stomach any lobster. So yeah. So a lot going on here. Yeah. And a pretty high level of distress. Yes, right. And then we're going to complete this loop. Putting a box we're gonna call behavior. This is how you actually acted when you're in the situation. So what did you do? If you had these thoughts and you had these feelings,",id,,,0
102_31,P,I went to the pharmacy. He did do it. I had to okay.,gc,,,3
102_32,T,And what was it like for you when you were going to the pharmacy and driving there?,irq,,,1
102_33,P,"It was so bad. I just, you know, I, I think I left permanent marks on the steering wheel, because I was whole time.",id,,-1,0
102_34,T,"Okay, yeah. So in this case, she actually did go to the pharmacy. That year, maybe it isn't damage to the steering wheels. Yeah. Yeah, I hope not.",id,,,0
102_35,P,"But I really had no choice. I mean, I think usually I wouldn't go to the pharmacy. Usually. I would call my husband and say can you pick it up on your way home, get",id,,,0
102_36,T,"an escape route, if you would?  So usually you would avoid this if we looked at this as a model. For many of these situations about driving and feeling, yes, the usual behavior would be to try to get out of it or avoid it. Okay? And so if you do avoid it, then what happens?",irq,,,1
102_37,P,"Well, I feel better. You feel better. It's like such a relief.",id,,1,0
102_38,T,"Better relief, the emotions calm down now, right?",irq,,,1
102_39,P,"Well, yeah, cuz I don't have to, like,",id,,,0
102_40,T,"You don't have to worry about it. So that's what happens for a single episode of this anxiety. I'm wondering though, if we look at the the impact on you of avoiding and getting relief, overall, as far as managing driving, what do you think it does there?",id,,,0
102_41,P,"Well, I feel like I don't really have much confidence when it comes to this to be able to do",id,,-1,0
102_42,T,"it. Okay. So in a way, it decreases your confidence over time. I think so. Yeah. I think suspect that that not doing it repeatedly gives you this belief about your capacity to do these driving things. And what's that belief? Yeah,",irq,,,1
102_43,P,I don't feel like I can do I can't I can't do it.,id,,-1,0
102_44,T,"I can't do it. So it really comes back to this thought I can't do it. Yeah. And he can't do it. You don't do it. Right. So here's this, this chain of events, events, trigger thoughts. We call them automatic thoughts, and then they influence your emotions. He's feelings you have and then that influences how you handle the situation. Mm hmm. Okay. Now let's think together for a moment before we wrap up of how we might proceed to try to give you some help with this. So let's take a look at these thoughts. Do you know anybody else that drives regularly that might think differently than you? Yeah, okay. I mean, an example.",id,,,0
102_45,P,"I mean, I think almost everybody, I think most people drive without too much. problem but like, my sister loves to drive. Yeah, I mean, she just she drives every opportunity she gets.",id,,,0
102_46,T,"So for some reason, we don't know exactly why. But the key thing here is not looking at why but to help you with actually making change in this. But you do have some differences in the way you think about driving. That might be something that we could begin to work on in our session, we might, for example, check it out, what's the chances of someone slamming into you? Okay, what's the chances of you being stranded out there on highway and even if you were stranded, is there a way you could cope with that or manage that you can get back home? So these are some things that we can begin to do. So I'm going to mark here, we could work on these thoughts, okay. And then by working on the thoughts, we might be able to help you reduce the emotions, but there are also some things that I might be able to teach you that you could use to reduce this level of distress that you have that Would be nice to be able to calm yourself down in situations. So we'll have some, try to build some skills to manage your emotions. And then on this behavior side, one thing that we might begin to work on is helping you gradually begin to take on some of these driving things so that you can build your confidence back up. And again, build your skills to do it. And I can see that that causes a little bit of edginess here, what would you think? ",irq,,,1
102_47,P,"I was thinking that I hope that this doesn't like make me worse. Okay, no, like, trying to do some of these things.",id,,,0
102_48,T,"Well, I'm glad you gave me that feedback. That's an example by the way of me wanting to hear from you about the way you're responding to what I'm saying. I certainly wouldn't want to make it worse. Okay, but it cause you too much anxiety. Uh huh. And what we'll try to do is pace it adjust to the level that's right for you. Okay, so that you can make some progress and get to the place you want to be, which is to be able to drive to your new office, cross a bridge, and maybe even, you know, drive those couple hours to visit your son. Right. Yeah. So what do you think?",id,,,0
102_49,P,"Well, I think that that would if I could do those things that would be really nice. Yeah,",id,,,0
102_50,T,that could be really nice too. So that would be our goal. Yeah.,id,,,0
103_0,T,"between here and there, obviously, if it were easy, you wouldn't need me, you wouldn't have 13 therapists. If this were easy you would have been to a life you wanted a long time ago. So it's obvious that it's easy it already be done. Because it sounds like you're a person with a lot of motivation works really hard, because there are very few people who wouldn't quit before 13 therapists. So that's a very good quality. The very fact that you've gone through all these therapists is a good sign for us. Nonetheless, it is difficult. between here and there, there's going to be hell. Exactly. Right. So I figure our number one priority has to be to get you to stay alive through house so that we can get to the life you want. If that's where we're at. Now. We got to have some sort of agreement, not by writing a contract. Because I'll fire you if you try to kill yourself that because we both sort of have to face the fact that to get there you got to go through there and to go through there you got to stay alive.",id,,,0
103_1,P,Okay what you guarantee that you can get you can call me and I'll guarantee I'll get myself,id,,,0
103_2,T,What are you gonna do if I fail?,irq,,,1
103_3,P,"Beside break Mike. Okay. So if I don't help you, you'll kill yourself. Yeah, okay, but if I do help you Well",id,,,0
104_0,T,Let's talk about then how you ended up cutting yourself,id,,,0
104_1,P,Isn't it obvious?,id,,,0
104_2,T,"So what happened? First of all, tell me what you did. Exactly",irq,,,1
104_3,P,what do you mean what I did?,irq,,,1
104_4,T,"Well, I mean where'd you cut yourself? I know you said you cut yourself with the",id,,,0
104_5,P,same as always same as always,id,,,0
104_6,T,your arm?,irq,,,1
104_7,P,yeah.,yna,,,5
104_8,T,What did you cut yourself with?,irq,,,1
104_9,P,a razor.,id,,,0
104_10,T,Can I have a look?,irq,,,1
104_11,P,you want to see it?,irq,,,1
104_12,T,Yeah,id,,,0
104_13,T,"okay, but part of the problem is those look deep in like you're going to have significant scars. So my suggestion is in the future if you do it is that you put some sort of bandaid on it to keep it closed. But let's talk about how how this happened. First of all, tell me you were telling me on the phone that you wanted to die? But did you? Was this a suicide attempt? Or do you think was just just a cutting we thinking about killing yourself or wanting to kill yourself or wanting to die? ",irq,,,1
104_14,P,I was thinking about killing myself? I thought you would help me and you didn't. That's what I want to talk about. I want to talk about how it is that my life is not going better and you are not helping me and you're not available to me when I need help.,id,,,0
104_15,T,"Okay, so let's Okay, so it sounds like me not being a bit was me not being available with you rate related to cutting yourself",id,,,0
104_16,P,I cut myself the first time I called you thinking you would help me You wouldn't help me. So then I figured what the hell I might as well just go all the way and so that's why I cut myself that deep,id,,,0
105_0,T,"Robert Smith, thank you for coming to see me say,I,m Dr. Stanley. I'm one of the doctors that works here. Obviously anything that we say is confidential between us and the team that I work with a new GP who's asked me to see you. I hear there have been some problems with your housing. Do you want to tell me a little bit about it?",irq,,,1
105_1,P,"Yeah, I've had all sorts of problems. I mean,where do you want me to start? neighbors police. People spying on me in my street. You know, none of them admit to it. But I that you know, my neighbors they, but it's my it's mainly them at number nine. But I've seen them talking to the ones that number six and across the road as well.",id,,-2,0
105_2,T,"You know, so what, when did things start to go wrong?",irq,,,1
105_3,P,"I don't know. I mean, you'd have to ask them well, when they started properly, like deciding that they wanted, they wanted me out of the street. I think it was a few months ago. months it's been going on for months.",id,,,0
105_4,T,What makes you think they want you out the street?,irq,,,1
105_5,P,"Well, it's it's the harassment. It's the spying on me putting bugs in my, in my house in my phone. You know, and that, you know, that at first I thought I couldn't hear it. But now they know that I know that they're, you know, saying things say things about me through the window. You know, talking about what I'm doing. I know, I know. I know that doing it. You know, whenever I leave my front door woman at number seven, she's always there. What you know, she's clocking where I'm going, what I'm doing.",id,,-2,0
105_6,T,Why do you think they're doing that?,irq,,,1
105_7,P,"Well, I don't know. They're just I don't know what I think they want me out. I think they're, I think they're testing me. And they're trying to, they're trying to find out how far they can push me basically. It's all part of some, some tests. I want to know what for, you know, you'd have to ask them. That's what I've said to the police time and time again. I've said to him Why Why are you asking me these questions? Why don't you just talk to them?",id,,,0
105_8,T,You said your phone was clicking What was that about?,irq,,,1
105_9,P,"a landline. Yeah, yeah. Somebody rings me or I ring somebody between seven and 10 seconds in. I click, click, click, click, click click every time. ",id,,,0
105_10,T,Any other explanation for that?,irq,,,1
105_11,P," I don't know. Well, well, if could be but you know, every single time and then and then they're talking to me, and then they know what I've been saying down the phone.",id,,,0
105_12,T,"You know, where are they talking to you?",irq,,,1
105_13,P,"Well, I can hear him next door. Always on the phone again, always reading that book again. You know, I can hear him saying it. And they know that I can hear them and that's why they're doing it.",id,,,0
105_14,T,"Okay, so just to summarize at this point, your your phones Something's happening to telephone, you can hear your neighbors talking about what you're doing, making a commentary on your actions every day, every day. And you feel that there's some sort of reason for their actions doing this. Any other things that you've got problems with?",irq,,,1
105_15,P,"Following me down, follow me down the street people following me when I'm going to shop. You know, it's happening more and more. And more and more. I mean, after, you know, I've tried to explain to my friends about it, they get really agitated, they think, you know, they think I'm off my rocker, but they don't see it. You know, they're not living with every day. You know.",id,,-2,0
105_16,T,So your friends worried as well.,irq,,,1
105_17,P,"Yeah, yeah. He won't worry, too. I mean, I don't. I don't think they're on it. I don't think but they know a lot about what's been going on and maybe the police have been talking to them or something. Or maybe my neighbor has been talking to them. I don't know. Again, you know, you'd have to ask them. But you know, it's hard. It's hard to know, it's hard to know who to Talk to you because they all did. You know, so they're all involved.",id,,,0
105_18,T,So they started happening a few months ago. Has it had any other effects on your life?,ynq,,,4
105_19,P,"Well, yeah, ",yna,,,5
105_20,T,such as,irq,,,1
105_21,P,"can't really go out. Well, I can, but I know what's gonna happen if I do. So I've, you know, I'm just trying to I'm just trying to stay low key and I'm trying to stay out of people's way. You know? Probably slept probably slept for the last. I don't know, I can't remember the last time a lot more than 54 hoours asleep. ",id,,,0
105_22,T,"So what what disturbs this like,",irq,,,1
105_23,P,"I don't, I don't sleep until I don't tend to go sleep until after two, three. Well, I'm sure that they've, you know, they've turned everything off. You know, downstairs and just you know, just can't you know, I'm worried about it.",id,,-2,0
105_24,T,Any problems watching the telly listening to radio?.,ynq,,,4
105_25,P,"Yeah, yeah, yeah. Yeah, they using the TV as well. They use an all at the goal this technology, obviously. I mean, I know there's all these smartphones and whatever now, you know, they're all they need is one of them. And they can just but yeah, TV, you know, they've got the the local news if ever I watched that, you know, there's a there's always some little comment, there's always something they say in there at the end about what's been going on, you know, pretty much every time I turn the TV on now. I mean, it's, you know, it's okay, it's all just the cable, isn't it? So they could throw I know, they've just plugged it into that.",yna,,,5
105_26,T,"What do you mean, the cable",irq,,,1
105_27,P,"cable TV, you know, that runs down the street. You know, everybody's got access to it, if they know what they're doing. You know.",id,,,0
105_28,T,"So obviously, this is all very distressing, the different things that are happening. Can I take you back a little bit and just find out a bit more about you. So your Dr. told your age was 29. Tell me a bit about you born your upbringing.",irq,,,1
105_29,P,North London.,id,,,0
105_30,T,"Let's go. Yeah, go on. Okay, let's go. So you had friends.",irq,,,1
105_31,P,I had a few friends let me know. I didn't like school. That much,id,,,0
105_32,T,Were they trouble,ynq,,,4
105_33,P,I did. I started doing English. I changed philosophy. But halfway through the first year,gc,,,3
105_34,T,Why is that?,irq,,,1
105_35,P,"I didn't like the way some English tutors were with me and I got quite interested in philosophy. A couple of my friends were doing it live with and just yeah, more interesting.",id,,,0
105_36,T,And then you came to Norwich? and got the job. What are you doing?,irq,,,1
105_37,P,"I temped for a couple of years and then I got a job in Russia well, Viva it was an Irish Union for a while then it was. um",id,,,0
105_38,T,Whats worng with that?,irq,,,1
105_39,P,"it was alright for a while. It wasn't the best job in the world, but I got I was getting okay. Towards the end. Not so much they were. It wasn't the best place to work. But the department got outsourced. I got made redundant. ",id,,,0
105_40,T,Do you Work at the moment.,ynq,,,4
105_41,P,No,yna,,,5
105_42,T,have you got a partner? And tell me a bit about your family.,irq,,,1
105_43,P,"Mom and Dad live in London, a brother and a sister. Brothers an engineer sister a nurse",id,,,0
105_44,T,Are they a well?,irq,,,1
105_45,P,"Yeah, as far as I know. Yeah. Well I dont see them as often to be honest",id,,,0
105_46,T,any history of illness in the family.,ynq,,,4
105_47,P,"I'm always the one I was young. So Ihad meningitis. Yeah, yeah, I was told I was quite lucky.",id,,,0
105_48,T,Any other any any man any mental illness in the family?,ynq,,,4
105_49,P,"mental illness. My mum, my mum was wasn't well, when I was little. She had after my sister was born, she had she was depressed. But I don't remember. She was apparently my uncle. My uncle on my mom's side had I don't know he was. He had to be like, institutionalized sort of thing. You know, they had to look after him for a while because it wasn't well, I don't really know about that.",id,,-1,0
105_50,T,Alcohol? How much do you drink.,irq,,,1
105_51,P,"Every now and then I'll have a drink. Forgot my friend. But I don't, I don't recall how I really feel I can smell it.",id,,,0
105_52,T,"And then final question sort of about the background, how much What do you thought were drugs?",irq,,,1
105_53,P,"Um, I smoke a little bit of weed every now and again.",id,,,0
105_54,T,"So just to sort of summarize what you've told me, in terms of what's been happening, think's been going on for a few months now. You've there's not really anything exciting and thing different in the background. You've had. You've experienced hearing your neighbors talking about a we're in your own flats. Yes, people interfering with your telephone, people putting special messages for you on the television, particularly, possibly also on the radio, for sleep, having to wait till everybody's turned everything off before you go to sleep. And of not being able to go out because you feel you'll be followed. You also said that your friends thought that, you know, there might be that they were a bit worried about you.",id,,,0
105_55,P,"Well, you know, like I've, you know, I've spoke to my neighbors, any number of times. And, you know, my friends are there and I'll say, one of my friends mark, I'll say to him, Well, look, you can see that they're all spying on me right now. And he, you know, he doesn't. He thinks he thinks he thinks I'm making it up. He thinks I'm just, you know, embellishing but I'm not, you know, because it's every day. So it's a very distressing is distressing.",id,,,0
105_56,T,Thank you so much for telling me about all things that are going on in your life and hoopefully we can sort something out.,gt,,,2
106_0,P,"Okay, how are you?",gt,,,2
106_1,T,Good. Thanks for asking. I understand you've come here today to the agency because you had a recent arrest.,gt,,,2
106_2,P,"Yeah, I got a DUI for being under the influence of alcohol, marijuana,",id,,,0
106_3,T,"alcohol and marijuana. How recently was this DUI? About a week ago? Okay, so what's been going on when that happened?",irq,,,1
106_4,P,"Um, well, I am going to have to go to courtsoon. And I know that I'm probably gonna have to go I'd like treatment or something like that, but I really just don't want to. So I just, I'm just coming here becauseI don't know maybe I can like get out of it if I'm gettingsome type of treatment. But yeah,",id,,,0
106_5,T,get out of it. You mean get out of the charge?,irq,,,1
106_6,P,"Yeah. I mean, I feel like they're probably gonna make me like go to like rehab or something like that. And I don't want to do that.",id,,,0
106_7,T,So you feel like you can get out of the rehab or two.,irq,,,1
106_8,P,I don't know. I really am not sure.,id,,,0
106_9,T,"So at this recent arrest, you realize it may be a value to stop using which really don't want to Yeah, stuck there.",ynq,,,4
106_10,P,Yeah kind of,yna,,,5
106_11,T,when you drink Do you ever socialize the same time?,ynq,,,4
106_12,P,I mean sometimes I'll like go to bars and things like that but most of the times just like at my house,id,,,0
106_13,T,alone so do the marijuana,irq,,,1
106_14,P,yeah I mean I like a few people that are like smoke with but usually just kind of like by myself and myself every day so it was with people,id,,,0
106_15,T,so it doesn't sound like you're really worried about losing your social support if you stop using now early sweetie losing,id,,,0
106_16,P,um this this alcohol and I want to take it for pain relief qualities Yeah.,id,,,0
106_17,T,Any other reasons um,ynq,,,4
106_18,P,it's just easier,id,,,0
106_19,T,forget about problems Yeah. So affects your mood in a positive way.,id,,,0
106_20,P,Yeah like I get like I like the feeling once I'm drunk,ack,,,6
106_21,T,Have you use since you had to do it?,ynq,,,4
106_22,P,"Um, I haven't drank but I've as a situation. ",id,,,0
106_23,T,So you have the use it takes away pain for you to take swings xiety feels good. But then you have these consequences of the law. And you figure those two things out.,id,,,0
106_24,P,I don't know. I don't know if there is what was your wealth of knowledge. So like not as just,id,,,0
106_25,T,You can imagine that. So it was a good the other side. Can you imagine having further it says law enforcement like more charges in the future.,ynq,,,4
106_26,P,I guess I hadn't really considered that.,yna,,,5
106_27,T,So you could kind of picture an outcome where you beat these charges or there's not a really heavy consequence. And you'll be more careful in the future.,ynq,,,4
106_28,P,"I don't know. Yeah, I guess so.",yna,,,5
106_29,T,"So with that thinking, you continue to use as you were, that you would take out the part that got you in trouble.",id,,,0
106_30,P,Yeah.,ack,,,6
106_31,T,First you have to get out of trouble this time.,id,,,0
106_32,P,Yep.,ack,,,6
106_33,T,"So if you could have the pain and anxiety go away without the alcohol marijuana, would you continue to use it?",ynq,,,4
106_34,P,I just couldn't imagine,id,,,0
106_35,T,So there's a social component here.,id,,,0
106_36,P,"Yeah, a little bit. I drink mainly by myself just because all my friends work like nine five jobs. They don't drink every day. But I do. But like on the weekends, like all of my friends who I",ack,,,6
106_37,T,"So even if you had no anxiety, no pain You'd have to give up at least those interactions with your friends. How would they respond if you went out with them? I didn't drink.",irq,,,1
106_38,P,"Um, they probably just like wouldn't understand it, because we all go out and we get like really drunk and",id,,,0
106_39,T,So it'd be socially awkward. straining the relationships with your friends. So the quitting alcohol and marijuana like stopping use that doesn't seem like a good route for you,id,,,0
106_40,P,know.,gc,,,3
106_41,T,But then you have this distressing situation which is making you second guessed some of it.,id,,,0
106_42,P,"Yeah, I mean, it's making me think that like, maybe I, I need to, like make a change. I just can't see that. That's the change I'm making. So",ack,,,6
106_43,T,"you need to make some change. Yeah, but not the alcohol. Drugs.",id,,,0
106_44,P,"Yeah, yeah.",ack,,,6
106_45,T,Something else could change.,id,,,0
106_46,P,"Yeah, I don't know what but",yna,,,5
106_47,T,"So you could reduce your usage, avoid driving and that might that might get you to your goal. Would that be enough usage to stop the anxiety of the pain?",irq,,,1
106_48,P,Am I just not going anywhere ever? I might not drive as often,id,,,0
106_49,T,"So that strategy might not work. That's something you've been tossing around though, this idea of isolating a little bit more, and drinking a little less. Seems like all your options here kind of grim. Yeah, that's just that's just me doesn't seem that way to you too.",id,,,0
106_50,P,Now that I'm like,id,,,0
106_51,T,"talking through it, yeah.",gc,,,3
106_52,P,I'd like don't think I have any choice really,id,,,0
106_53,T,have any choice? What's going to happen is going to happen?,irq,,,1
106_54,P,I don't know.,yna,,,5
106_55,T,All right. So let's start with the lead now. Pick up with me now. You don't want to make it bad impression in this whole court proceeding with a DUI. What do you think you could do that would make a bad impression?,irq,,,1
106_56,P,"Um, go to court drug",id,,,0
106_57,T,I would do it.,id,,,0
106_58,P,"Get another DUI in the meantime, that was not good either.",id,,,0
106_59,T,"So you want to avoid those behaviors for sure. So you know, for sure you don't want to have sex? Would it be acceptable those things anyway?",irq,,,1
106_60,P,"I mean, not really. I mean, I think I should avoid does not like drunk driving enough. Or maybe not during the day of my court date,",id,,,0
106_61,T,So would you appreciate those skulls like avoiding those situations I go in the court truck,id,,,0
106_62,P,Yeah.,ack,,,6
106_63,T,Goals that you could get behind,id,,,0
106_64,P,"I mean, I can try I guess to like think about it and Charlie get out now I'm gonna be stressed out ate my court date. It's gonna be hard to like not drink that day.",id,,,0
106_65,T,You're not striking me as overly enthusiastic about this idea.,id,,,0
106_66,P,Now,gc,,,3
106_67,T,"this is really tough for you is the outcome. The marriage laws are important. Yeah, this whole this book, do you I think it's really just encroached on something you had going on that you enjoyed. Yeah. So is this an inconvenience that you can move past or is this a major life with fat that is gonna change things",id,,,0
106_68,P,"I don't know because I don't know any other like way around it then just dealing with it. I mean, if I like don't go to court or anything that's like a worn out for me like I can't, I can't avoid this situation.",id,,,0
106_69,T,"But if there's a condition of your treatment, the judge says no more drinking is no more marijuana period. We can see that that if you obey those rules or word, jail",id,,,0
106_70,P,"now, I couldn't get to that. I know it possibly could probably well, but I was I don't know.",id,,,0
106_71,T,I would think it almost certainly would have happened. Yeah.,id,,,0
106_72,P,I don't know what I'm gonna do.,yna,,,5
106_73,T,back a couple of steps. How long have you been using the alcohol marijuana?,irq,,,1
106_74,P,"For about like, six years, six years.",id,,,0
106_75,T,"Have you ever until now with the DUI, have you ever envisioned stopping? Now, what's your plan? Like pre d? Why was your plan and all this?",ynq,,,4
106_76,P,I just had dinner like the jerking kind of has gotten worse.,id,,,0
106_77,T,Yeah. So without this or something you would have continued using?,ynq,,,4
106_78,P,"Yeah, I didn't really have any like",id,,,0
106_79,T,until now. Yeah. Could this be a strange way like an opportunity?,ynq,,,4
106_80,P,"I mean, I guess if I had if I wanted to stop by this would be a way for me to stop or reason for me to stop.",id,,,0
106_81,T,If you really wanted to stop because your stuff,id,,,0
106_82,P,I don't know.,yna,,,5
106_83,T,you could give a shot. You're just not sure you could. You could actually do it.,id,,,0
106_84,P,"Yeah, I mean, I've never tried to before so I don't know.",yna,,,5
106_85,T,It's just unknown.,id,,,0
106_86,P,"Yeah, yeah.",ack,,,6
106_87,T,"So where do you want to go from here you have this to you, I imagine a hearing or some type of Coming up here to see me. What can I do to help you?",irq,,,1
106_88,P,"Um,",gc,,,3
106_89,T,like a like a place in terms of your thinking like your mentality.,irq,,,1
106_90,P,Yeah.,ack,,,6
106_91,T,"Okay, you want to work on that? Yeah. So between now I'm gonna see you again. Do you have any hearings or anything coming up? Now they're not for like a few more weeks, few weeks. So I'll see you again. And I have the IEP and everything here. second week. Let's pick up with that. They think changes we're hearing is moved up to slumping, okay. Okay. ",id,,,0
106_92,P,Thanks for helping.,gt,,,2
106_93,T,Thank you.,gt,,,2
107_0,T,"Hello Kathy, how are you today?",gt,,,2
107_1,P,Okay.,id,,,0
107_2,T,"I know when we spoke last time, you had some goals you want to talk about this time? You're ready to do that?",ynq,,,4
107_3,P,"I need to Yeah, yeah.",yna,,,5
107_4,T,What do you have in mind?,irq,,,1
107_5,P,"I just keep thinking about you know, losing this weight and I just really want to do it. I just I just can't get there and I don't know why. too frustrated. Its ridiculous",id,,-3,0
107_6,T,frustated Trying to lose the weight. Now you'd said before that you had a specific number of pounds of specific amount of weight to lose. You still have that in mind?,ynq,,,4
107_7,P," I would like 20 pounds 20 pounds. I mean, I would like more but I, I've tried to do more in the past and I don't even get past couple of days. So I can do 20 that would be great.",yna,,2,5
107_8,T,"Right, and you tried before? And what do you think got in the way?",irq,,,1
107_9,P,I don't know. I guess it wasn't convenient. You know.,id,,-2,0
107_10,T,Yeah.,ack,,,6
107_11,P,"Just like something always gets in the way, you know, and then I lose focus. I'm not very good at staying focused on stuff like that.",id,,-1,0
107_12,T,Loss of focus. So you start trying to lose the weight and your focus gets disrupted.,id,,,0
107_13,P,"And I forget and then I make you know, spaghetti casserole for six people and then I eat a lot of it and that's carbs and cheese and fat and then I, you know, will eat with my kids don't eat and then it's just like I forget that I'm supposed to be making healthy choices.",id,,-1,0
107_14,T,"Alright, so you know, how to lose weight. And you know, you can lose weight. But your focus is a little off when you're trying and that's causing the problem. Could we break that goal of losing 20 pounds down into smaller units? Like say, five pounds",id,,,0
107_15,P,Do you think?,irq,,,1
107_16,T,It's just something you can do.,id,,,0
107_17,P,I am so busy,id,,,0
107_18,T,for once a week.,id,,,0
107_19,P,I probably do once a week,id,,,0
107_20,T,"You mentioned the loss of focus is one problem. How about motivation, you feel motivated to move through all those steps like five pounds and five pounds and so on.",id,,,0
107_21,P,"Right now, yes. I think I would need something to keep me going. You know, week to week,",id,,,0
107_22,T,a little bit of that something extra to help you stay motivated.,id,,,0
107_23,P,"Yeah. Like, when your kid does \their homework early, you can give them a special treat for dessert like that helps, you know, keep it going.",id,,2,0
107_24,T,"Okay. So some sort of activity or item that you enjoy, that you could reserve for when you reach that goal of say that the first five pounds",id,,,0
107_25,P,"I would love I mean, I've just been so embarrassed, you know,",id,,-1,0
107_26,T,All right. Do you have the activity or item in mind? We could put in place as something you could reward yourself with?,irq,,,1
107_27,P,Like after the first five pounds?,irq,,,1
107_28,T,"Well, there's a few ways we could do it. We could do that. So you reach five pounds. And then you can give yourself that reward work could be for something you do every day. If that day you're successful in eating the way you want, he would you think would motivate you more?",id,,,0
107_29,P,Maybe something every day.,id,,,0
107_30,T,"Yes, you know, each and every day as you're trying to lose weight. You're aware. When that day comes to close if you had a successful night, they were a less than successful day, right? If you have a successful day, then you could engage in an activity or receiving items that we work out in advance that, you know, would motivate you.Right? ",id,,,0
107_31,P,"And that could be, you know, maybe watching like a favorite TV show. Okay, you know, because I don't watch TV at night, because I'm so busy cleaning up and everything. Maybe I could just take some time for myself, because I did something good. You know, I just watch a TV show.",id,,2,0
107_32,T,"So let's let's do that. On a day, you know, towards the evening. When you know, you have had a successful day and by what time would you know, in the evening?",irq,,,1
107_33,P,"Probably as I'm preparing dinner, if I prepare food dinner, or if I prepare fun food for my kids, but I don't eat it like chicken nuggets and french fries and stuff.",id,,,0
107_34,T,"Let's say some Okay, say so by 7pm at that point in terms of the day being successful or less than successful, you know, okay, right at 7pm, you're aware. And at that point, if you have met your call, then you have a you have a TV show that you maybe it's recorded on a TV or something you would watch, okay? And if you were not as successful you would write. So I'd be like something to keep you motivated about the day because you really want to watch that show. Right? A lot of fun. Do you think that structure, that kind of behavioral strategy would give you enough motivation to have successful days so it's process?",id,,,0
107_35,P,"I don't know honestly, but it would probably be the way right now",id,,-2,0
107_36,T,"And this is something you could also track. Right? You could write down days that are successful days or lessons less than successful. And we could look at if there's any patterns, maybe weekends are harder, because they're easier or something where we can identify days that have maybe more triggers or we're less motivated.",id,,,0
107_37,P,"Yeah, I didn't think about that. Because right every day would be different.",id,,,0
107_38,T,"Okay, there's the potential for every day to be different with what you're exposed to, and what temptations in terms of different foods, what your schedules like maybe for busier things easier. So we can We can look at those different patterns. And we can add levels to this plan. Okay, but for now we'll go with the TV show that you'll watch sometime after seven, seven, you evaluate how you did, sometime after that. watch the show, okay? That's like a plan. ",id,,,0
107_39,P,"So that's leading up to the five pounds. Right? Right. Okay,",irq,,,1
107_40,T,"day by day, okay, this and five pound increments, okay, four times to get to your goal. 20 pounds. Okay. Sounds good. So far. So, we'll give that a shot. And we'll take a look at the pattern that emerges, support everything. I say, write everything down. Okay, probably at around seven is a good time. When you know kind of day ahead, write down kind of what happened that day and whether you've had success or not. And bring that in. I'll see you again week. So give us I'll give you seven, seven days to work with. Okay? And we'll look at that log of events. And we'll reevaluate each week.",id,,,0
107_41,P,So I could start tonight,irq,,2,1
107_42,T,"starts tonight, okay.",id,,,0
107_43,P,All right.,gc,,2,3
107_44,T,So we'll give that a shot and I'll see it a week.,id,,,0
107_45,P,"Okay, thanks, Kevin.",gt,,,2
109_0,P,"people your age, it's very different for this generation who do have a lot of it figured out. So, if I asked you, how would you describe yourself, and it can be on any dimensions, how would you describe yourself?",irq,,,1
109_1,T,How do you know that?,ynq,,,4
109_2,P,Yes.,gc,,,3
109_3,T,"Okay. It would be good for me just to stop and ask you what, what is your ethnic and racial background? ",irq,,,1
109_4,P,"My father's of Latino descent mother's African American, okay.",id,,,0
109_5,T,"So after that encounter nets, third grade, your dad goes, he's Latino. Goes to pick up your report card and to pick you up. How are you treated differently after that?",irq,,,1
109_6,P,"Well, the next day I went to school at a note embed They staple it to show. So when I got home, of course, my mother had to know, they went to parent teacher conference. And when we got there, I was actually the room. And when I got the gist of it, I told my parents how me being mixed race ways to learn or by having two different parents at the time could be a bad thing for me, because I went to a predominantly African American but he's obese something so like, you know, apples and oranges don't mix. You know, Black Black Black History Month came around. And you know, you had a chance to pick some who wants to be a pick Harriet Tubman. No, and I was like, Oh, you're not black enough to be her and they had pictures on the wall. And look at her. She's black. You know what, when you put black paint on your face, and you don't always like to be a slave and things like that. So it became up. I wasn;t hurt and it was I didn't understand that.",id,,-1,0
109_7,T,And I'm sure none of it hurt at that point.,id,,,0
109_8,P,"I don't think it was. I just didn't understand what a pity party No, but at times, but it just sort of get to yours because there's age where the kids get sort of meaner about the teasing and aren't really even High School thinking. High School, the same thing came up, just put in a Cinco de Mayo. And of African American students are probably one of the Latino students had a problem with it's when I'm caught in the middle.",id,,,0
